#         t          m          r          x          y          z         vx         vy         vz
  10457.100      4.035    111.571    153.270     12.470    106.060    -76.700    226.460    -86.950
  10471.400      1.034      7.369    150.690     10.820    101.420    -73.280    241.920    -76.150
  10485.700      1.034      7.009    149.660     14.450    100.380    -68.710    259.010    -64.870
  10500.000      0.999      6.703    148.780     18.230     99.550    -60.350    274.350    -50.730
  10514.300      0.990      7.323    147.970     22.310     98.980    -51.250    287.500    -35.050
  10528.600      0.973      7.410    147.340     26.520     98.640    -40.280    299.990    -17.830
  10542.900      1.031      6.880    146.820     30.880     98.480    -29.320    311.870      0.930
  10557.100      1.033      6.723    146.510     35.370     98.640    -16.510    316.260     19.930
  10571.400      1.012      8.069    146.400     39.960     99.140     -1.810    317.700     42.990
  10585.700      4.112    110.952    149.180     46.140    104.560     14.550    314.320     64.990
  10600.000      0.979      6.884    146.790     48.910    100.910     27.690    309.610     84.900
  10614.300      2.888     83.720    149.630     54.030    106.030     41.690    301.380    104.040
  10628.600      0.944      5.396    147.960     57.510    103.860     54.680    288.670    120.670
  10642.900      0.950      5.660    148.830     61.550    105.680     67.460    274.290    135.340
  10657.100      1.041      7.828    149.860     65.390    107.730     79.780    260.060    148.830
  10671.400      0.937      6.955    151.060     68.970    109.940     90.360    240.720    158.900
  10685.700      0.963      5.456    152.400     72.290    112.250     97.220    226.250    168.440
  10700.000      0.945      6.724    153.890     75.380    114.700    104.420    207.760    174.540
  10714.300      0.991      6.684    155.400     78.250    117.260    112.270    192.660    180.020
  10728.600      0.914      5.573    157.080     80.860    119.840    118.850    176.310    185.420
  10742.900      0.961      6.504    158.830     83.290    122.500    127.540    158.730    187.210
  10757.100      0.942      6.147    160.660     85.400    125.230    128.450    142.800    190.860
  10771.400      1.181     24.460    162.580     87.290    128.050    133.680    125.690    192.670
  10785.700      0.899      5.422    164.450     89.050    130.730    135.370    108.490    192.790
  10800.000      0.896      4.970    166.380     90.460    133.430    137.950     94.800    192.690
  10814.300      0.857      5.359    168.390     91.690    136.160    139.110     79.240    192.420
  10828.600      0.873      6.009    170.330     92.740    138.940    140.160     65.640    190.620
  10842.900      0.943      5.899    172.350     93.580    141.660    141.390     51.380    190.680
  10857.100      0.860      5.083    174.390     94.230    144.300    141.750     36.830    186.160
  10871.400      0.883      5.699    176.420     94.670    146.930    142.940     24.820    183.660
  10885.700      0.881      4.781    178.480     94.990    149.530    143.980     11.840    180.410
  10900.000      0.919      5.972    180.490     95.050    152.090    143.860      1.200    176.440
  10914.300      0.933      6.371    182.520     95.000    154.610    140.930    -11.340    173.350
  10928.600      0.874      5.364    184.520     94.740    157.050    137.510    -22.460    169.990
  10942.900      0.987      5.862    186.520     94.320    159.410    136.030    -36.370    165.190
  10957.100      0.830      4.537    188.460     93.730    161.750    136.870    -46.900    160.880
  10971.400      0.396      1.458    190.350     93.000    164.050    135.970    -58.700    155.880
  10985.700      0.867      5.549    192.280     92.070    166.230    133.810    -69.080    150.740
  11000.000      0.935      5.971    194.160     91.000    168.340    131.820    -78.580    144.640
  11014.300      0.813      4.983    196.030     89.820    170.350    128.560    -89.810    140.490
  11028.600      0.392      1.336    197.830     88.470    172.300    125.360   -101.100    131.300
  11042.900      0.427      1.603    199.610     86.990    174.140    123.060   -109.820    127.310
  11057.100      0.448      1.608    201.330     85.370    175.920    119.180   -117.110    119.740
  11071.400      0.516      1.978    203.000     83.670    177.590    117.560   -124.560    113.740
  11085.700      0.836      4.941    204.680     81.820    179.170    112.580   -133.820    105.160
  11100.000      0.480      1.733    206.250     79.840    180.590    108.770   -142.280     99.400
  11114.300      0.795      4.984    207.780     77.740    181.940    104.520   -151.090     91.420
  11128.600      0.382      1.399    209.240     75.530    183.220    100.750   -159.290     84.800
  11142.900      0.842      4.971    210.650     73.210    184.360     96.540   -166.380     78.060
  11157.100      0.420      1.678    211.960     70.780    185.390     89.310   -173.120     69.160
  11171.400      0.920      6.525    213.190     68.260    186.340     84.650   -179.970     60.640
  11185.700      0.819      5.755    214.360     65.640    187.120     79.450   -186.870     49.320
  11200.000      0.919      5.398    215.440     62.910    187.770     70.570   -192.450     41.660
  11214.300      0.415      1.567    216.410     60.110    188.290     66.270   -198.590     34.010
  11228.600      0.450      1.643    217.310     57.250    188.720     59.830   -203.500     24.610
  11242.900      0.464      1.651    218.110     54.300    189.000     51.450   -209.180     15.670
  11257.100      0.423      1.501    218.780     51.310    189.160     46.250   -212.210      4.450
  11271.400      0.499      2.056    219.410     48.230    189.120     38.000   -218.900     -6.730
  11285.700      0.424      1.658    219.900     45.090    188.990     31.220   -222.500    -14.520
  11300.000      0.456      1.662    220.290     41.910    188.690     24.110   -226.640    -29.780
  11314.300      0.438      1.449    220.550     38.630    188.170     14.720   -229.250    -41.110
  11328.600      0.455      1.789    220.720     35.350    187.510      5.450   -230.540    -53.470
  11342.900      0.390      1.346    220.790     32.020    186.640     -2.690   -233.380    -65.180
  11357.100      0.517      2.081    220.670     28.680    185.630    -12.080   -234.280    -77.900
  11371.400      0.445      1.519    220.430     25.300    184.390    -22.010   -233.600    -92.070
  11385.700      0.332      1.198    220.000     21.980    182.970    -35.440   -232.060   -105.100
  11400.000      0.480      1.681    219.410     18.660    181.380    -45.870   -230.040   -118.940
  11414.300      0.356      1.282    218.660     15.410    179.600    -58.760   -224.920   -131.430
  11428.600      0.399      1.293    217.780     12.260    177.610    -69.440   -219.000   -146.540
  11442.900      0.414      1.517    217.760     12.270    177.610    -70.000   -219.530   -147.350
