#         t          m          r          x          y          z         vx         vy         vz
      0.000      0.203      0.296     -1.950      3.060     -1.460      0.250      4.160     -0.440
     14.286      0.203      0.296     -1.950      3.060     -1.460      0.250      4.160     -0.440
     28.571      0.332      0.362     -1.860      3.150     -1.480      0.860      4.650     -1.800
     42.857      0.224      0.302     -1.780      3.140     -1.490      0.520      8.270     -1.090
     57.143      0.375      0.370     -1.770      3.120     -1.480     -0.000      7.610     -0.920
     71.429      0.329      0.359     -1.790      3.120     -1.490     -1.080      7.940     -0.360
     85.714      0.381      0.385     -1.830      3.150     -1.500     -1.040      9.640     -1.220
    100.000      0.366      0.386     -1.810      3.180     -1.530     -1.720      6.740     -1.950
    114.286      0.211      0.305     -1.850      3.170     -1.540     -1.960      8.940     -0.890
    128.571      0.229      0.304     -1.880      3.210     -1.560     -1.840      7.900     -1.300
    142.857      0.251      0.316     -1.910      3.250     -1.570     -3.200      9.160     -0.930
    157.143      0.204      0.285     -1.980      3.280     -1.600     -4.310      9.580     -1.470
    171.429      2.393      1.629     -2.020      3.330     -1.600     -5.970     10.060     -0.040
    185.714      0.375      0.374     -2.080      3.370     -1.600     -4.650      9.830     -0.220
    200.000      2.323      1.475     -2.160      3.410     -1.600     -5.970      8.060      0.050
    214.286      0.292      0.338     -2.250      3.490     -1.590     -2.640      8.040      0.070
    228.571      0.224      0.293     -2.290      3.560     -1.580     -2.350      7.870     -0.370
    242.857      2.411      1.570     -2.300      3.610     -1.580     -4.760      7.240      0.780
    257.143      9.056      8.753     -2.370      3.570     -1.570     -4.770      8.660     -0.340
    271.429      8.336      8.012     -2.410      3.630     -1.560     -5.240      7.940     -0.160
    285.714      7.968      7.598     -2.440      3.710     -1.560     -4.520      8.120     -0.190
    300.000      8.762      8.206     -2.540      3.780     -1.550     -6.380      6.810      1.070
    314.286      8.746      8.133     -2.590      3.830     -1.550     -4.790      5.800      1.680
    328.571      8.455      8.081     -2.720      3.920     -1.530     -6.360      8.190      0.780
    342.857      7.787      7.160     -2.720      4.010     -1.520     -8.360      7.800      0.650
    357.143      2.908      1.901     -2.910      4.100     -1.530     -6.720      7.970      0.590
    371.429      2.811      1.912     -3.040      4.210     -1.530     -8.120      9.140     -0.420
    385.714      0.570      0.469     -3.170      4.350     -1.540    -10.950      8.620     -0.790
    400.000     10.230      9.889     -3.070      4.420     -1.560    -10.340      9.400     -1.690
    414.286      8.211      8.027     -3.200      4.600     -1.590     -9.430     10.640     -2.650
    428.571      8.842      8.287     -3.300      4.750     -1.620     -9.010     12.700     -2.310
    442.857      8.465      8.102     -3.430      4.850     -1.660    -10.010     13.030     -1.690
    457.143      9.238      8.764     -3.460      5.100     -1.700     -4.550     11.900     -1.790
    471.429      7.822      7.774     -3.560      5.210     -1.740     -6.300     10.810     -3.490
    485.714      8.523      8.459     -3.620      5.330     -1.780     -5.220     11.330     -2.300
    500.000      9.700      9.667     -3.650      5.460     -1.810     -4.840     10.990     -2.800
    514.286      7.469      7.195     -3.750      5.640     -1.840     -2.420     11.070     -2.240
    528.571      8.340      7.791     -3.780      5.750     -1.870     -3.190      9.420     -2.660
    542.857      8.748      8.622     -3.810      5.880     -1.910     -3.310      8.220     -2.880
    557.143      8.469      7.893     -3.870      6.010     -1.950     -1.930      7.790     -3.550
    571.429      8.490      7.894     -3.890      6.090     -2.000     -3.220      7.290     -1.920
    585.714      8.147      7.809     -3.910      6.210     -2.030     -3.570      5.150     -2.240
    600.000      8.571      7.993     -3.920      6.290     -2.070     -5.560      4.880     -0.990
    614.286      8.065      7.478     -3.970      6.460     -2.090     -4.490      3.850     -1.970
    628.571      8.360      7.883     -4.000      6.540     -2.120     -3.780      5.090     -2.580
    642.857      9.045      8.583     -3.990      6.620     -2.150     -5.100      4.450     -1.810
    657.143      9.115      8.568     -4.010      6.760     -2.150     -3.650      5.000      0.370
    671.429      2.851      1.914     -4.010      6.820     -2.150     -5.720      4.610     -0.570
    685.714      2.620      1.739     -4.030      6.910     -2.160     -5.530      6.940      0.000
    700.000      2.681      1.822     -4.020      6.960     -2.190     -7.260      4.590     -1.180
    714.286      2.668      1.760     -4.070      7.000     -2.220     -7.830      5.920     -0.890
    728.571      0.286      0.351     -4.160      7.030     -2.260     -9.840      7.010     -1.870
    742.857      0.314      0.361     -4.240      7.120     -2.290     -9.340      9.880     -2.600
    757.143      0.302      0.367     -4.370      7.300     -2.350     -8.220     10.320     -3.470
    771.429      0.238      0.334     -4.420      7.420     -2.450     -8.200      9.010     -6.240
    785.714      0.207      0.308     -4.480      7.520     -2.560     -8.570      9.390     -6.520
    800.000      0.263      0.330     -4.600      7.650     -2.660     -6.860      9.170     -6.350
    814.286      0.211      0.305     -4.790      7.750     -2.780     -7.240      8.540     -7.550
    828.571      0.228      0.317     -4.900      7.910     -2.890     -8.760      7.240     -9.830
    842.857      0.227      0.319     -5.030      8.080     -3.050     -9.350      8.510    -10.290
    857.143      2.362      1.529     -5.170      8.260     -3.190    -10.170      6.940     -9.650
    871.429      2.445      1.588     -5.290      8.420     -3.310    -11.400      9.320     -9.070
    885.714      2.346      1.475     -5.460      8.580     -3.410    -12.160     11.000     -7.640
    900.000      2.804      1.871     -5.620      8.720     -3.510    -14.590      9.450     -7.650
    914.286      2.714      1.869     -5.800      8.930     -3.600    -13.660     12.620     -7.210
    928.571      2.454      1.555     -5.960      9.110     -3.720    -11.820     11.000     -9.230
    942.857      0.267      0.341     -6.150      9.240     -3.840    -11.810     12.490     -8.280
    957.143      2.681      1.806     -6.330      9.420     -3.970    -11.890     13.370     -8.190
    971.429      2.695      1.834     -6.470      9.580     -4.080    -10.270      9.210     -9.450
    985.714      2.701      1.776     -6.620      9.770     -4.200     -8.960     11.710     -9.250
   1000.000      2.654      1.774     -6.760      9.980     -4.330     -6.700     10.840     -7.740
   1014.290      2.226      1.477     -6.850     10.160     -4.430     -6.860     11.580     -7.480
   1028.570      9.006      8.857     -6.900     10.440     -4.520     -5.620     10.800     -7.790
   1042.860      9.162      8.908     -6.960     10.620     -4.610     -6.170     10.160     -7.610
   1057.140      9.295      9.000     -7.010     10.830     -4.720     -5.470     10.600     -8.110
   1071.430      8.355      7.820     -7.080     11.000     -4.850     -4.180     11.030     -8.510
   1085.710      8.657      8.209     -7.130     11.200     -4.980     -5.870     12.190     -9.410
   1100.000      9.207      8.999     -7.180     11.470     -5.140     -4.400     14.420    -10.980
   1114.290      8.748      8.296     -7.220     11.650     -5.310     -6.540     15.450    -10.550
   1128.570      7.748      7.340     -7.270     11.910     -5.480     -6.080     13.860    -11.870
   1142.860      2.493      1.683     -7.290     12.280     -5.680     -4.400     16.240    -10.650
   1157.140      2.792      1.877     -7.330     12.510     -5.840     -5.400     16.230    -10.910
   1171.430      2.768      1.853     -7.410     12.710     -5.990     -7.340     14.410    -11.230
   1185.710      8.608      8.350     -7.540     12.930     -6.140     -6.100     14.520    -11.140
   1200.000      9.197      8.868     -7.650     13.100     -6.290     -6.170     15.520    -12.100
   1214.290      9.610      9.513     -7.690     13.340     -6.440     -7.590     14.270    -11.160
   1228.570     10.288     10.136     -7.820     13.580     -6.590     -8.820     14.070    -11.350
   1242.860      2.784      1.851     -7.800     13.740     -6.760     -9.810     13.660    -11.970
   1257.140      2.607      1.736     -7.880     13.970     -6.910     -8.840     13.630    -10.190
   1271.430      2.486      1.611     -8.010     14.190     -7.040     -7.920     14.750     -9.900
   1285.710      2.676      1.774     -8.130     14.400     -7.190     -9.450     14.690    -10.920
   1300.000      2.333      1.490     -8.280     14.590     -7.330     -9.630     15.140    -11.540
   1314.290      2.510      1.644     -8.420     14.790     -7.490    -11.170     17.100    -11.250
   1328.570      2.337      1.534     -8.530     14.990     -7.650    -11.020     15.040    -11.860
   1342.860      0.365      0.404     -8.740     15.200     -7.820    -11.180     16.100    -11.190
   1357.140      2.906      1.922     -8.990     15.450     -7.980    -12.280     17.180    -11.250
   1371.430      2.382      1.559     -9.230     15.730     -8.140    -11.430     17.940    -10.370
   1385.710      2.792      1.923     -9.450     15.990     -8.320    -11.750     16.380    -11.870
   1400.000      2.328      1.540     -9.700     16.260     -8.500    -10.530     15.100    -13.580
   1414.290      2.776      1.913     -9.910     16.510     -8.720    -10.700     14.770    -14.730
   1428.570      2.398      1.626    -10.100     16.760     -8.920    -12.090     14.600    -13.510
   1442.860      2.702      1.811    -10.290     17.010     -9.110    -11.050     15.970    -15.050
   1457.140      8.767      8.538    -10.410     17.290     -9.290    -11.830     17.170    -14.500
   1471.430      8.947      8.703    -10.550     17.620     -9.510    -12.320     17.270    -15.170
   1485.710      8.081      7.823    -10.720     17.890     -9.720    -13.550     18.710    -13.970
   1500.000      9.982      9.808    -10.920     18.170     -9.910    -13.450     22.400    -14.820
   1514.290     10.108      9.813    -11.030     18.480    -10.130    -12.100     21.040    -15.190
   1528.570      2.388      1.554    -11.250     18.840    -10.340    -12.560     22.660    -14.270
   1542.860      2.674      1.840    -11.350     19.210    -10.540     -7.720     23.720    -14.290
   1557.140      2.469      1.671    -11.470     19.500    -10.720    -10.260     23.650    -14.340
   1571.430      2.639      1.775    -11.600     19.810    -10.950    -10.950     24.120    -15.710
   1585.710      2.598      1.751    -11.700     20.150    -11.160     -8.770     23.330    -15.570
