#         t          m          r          x          y          z         vx         vy         vz
   9957.140      6.965      7.425    145.240     55.370    108.980     33.600    -21.780     29.470
   9971.430     43.812     56.058    145.490     55.220    109.800     35.050    -22.660     28.520
   9985.710     43.768     55.737    145.900     55.060    110.140     37.520    -21.690     29.480
  10000.000     42.936     55.069    146.410     54.720    110.710     36.410    -20.180     31.510
  10014.300     40.650     51.815    146.970     54.470    111.110     35.160    -20.990     30.810
  10028.600     41.907     53.400    147.420     54.260    111.410     35.720    -20.350     31.730
  10042.900     46.053     59.187    147.910     54.110    112.010     35.760    -18.940     33.820
  10057.100     43.087     55.088    148.420     53.810    112.360     35.050    -20.810     32.100
  10071.400     45.120     57.466    148.850     53.480    112.800     33.280    -19.130     31.850
  10085.700     43.726     56.380    149.370     53.320    113.330     35.350    -18.680     31.350
  10100.000      8.945      9.725    150.320     52.290    113.320     33.740    -18.680     34.160
  10114.300      9.339      9.775    150.800     52.050    113.750     33.040    -19.590     33.900
  10128.600      9.462     10.379    151.290     51.780    114.240     31.790    -19.910     33.950
  10142.900     39.998     50.670    151.380     52.120    114.830     31.180    -18.060     33.320
  10157.100     45.495     58.163    151.830     51.910    115.530     31.820    -18.130     33.450
  10171.400     40.224     50.324    152.440     51.600    115.760     32.850    -19.540     33.310
  10185.700     10.717     11.450    153.110     50.720    116.170     32.110    -17.220     31.420
  10200.000      9.778     10.277    153.580     50.420    116.560     31.810    -17.920     32.820
  10214.300     10.718     11.368    154.070     50.110    116.960     33.690    -18.710     31.460
  10228.600     10.615     11.364    154.540     49.880    117.460     34.700    -20.170     32.800
  10242.900      7.380      8.062    154.990     49.520    117.860     33.640    -19.220     30.790
  10257.100     10.152     10.932    155.500     49.340    118.330     33.130    -18.460     30.690
  10271.400     64.407     98.096    156.220     49.740    118.720     34.240    -17.780     30.820
  10285.700      9.474     10.093    156.420     48.770    119.180     34.070    -19.090     30.050
  10300.000      9.070      9.554    156.900     48.520    119.660     34.550    -18.140     30.270
  10314.300      9.192      9.711    157.360     48.290    120.090     33.340    -18.540     27.850
  10328.600      8.940      9.362    157.880     47.970    120.480     37.110    -18.810     29.720
  10342.900      9.274      9.950    158.350     47.750    120.880     36.400    -19.500     27.990
  10357.100      8.676      9.044    158.860     47.470    121.370     36.080    -19.280     28.160
  10371.400      9.966     10.799    159.370     47.190    121.710     35.990    -21.120     29.640
  10385.700      7.809      8.128    159.780     46.930    122.240     35.910    -21.500     27.660
  10400.000      9.251      9.756    160.310     46.570    122.600     34.370    -20.770     29.220
  10414.300      9.370      9.952    160.840     46.290    122.910     35.460    -24.490     28.240
  10428.600     67.744    104.885    162.150     46.010    123.170     34.810    -24.940     28.030
  10442.900      2.378      2.440    161.790     45.750    123.740     36.130    -23.350     27.510
  10457.100     63.779     95.451    163.230     45.320    124.170     35.420    -24.640     26.740
  10471.400      2.382      2.417    162.730     45.050    124.490     32.000    -25.910     24.880
  10485.700      1.435      1.709    163.160     44.670    124.900     33.300    -26.640     23.370
  10500.000      1.666      1.897    163.640     44.280    125.220     33.410    -31.390     24.780
  10514.300      1.607      1.886    164.100     43.930    125.610     31.370    -30.560     23.510
  10528.600      1.492      1.765    164.520     43.490    125.910     32.900    -31.370     23.350
  10542.900      1.851      2.015    165.000     43.080    126.250     32.100    -30.630     22.320
  10557.100      2.212      2.318    165.470     42.700    126.590     31.740    -30.670     22.500
  10571.400      1.441      1.759    165.860     42.250    126.870     32.520    -31.070     18.690
  10585.700      2.237      2.317    166.340     41.830    127.150     32.310    -32.340     18.750
  10600.000     62.632     93.039    168.080     41.190    128.210     31.260    -32.260     18.080
  10614.300      1.548      1.811    167.260     40.990    127.720     33.430    -29.780     17.300
  10628.600     61.461     92.519    168.780     40.460    128.780     32.760    -29.580     19.270
  10642.900      1.522      1.744    168.110     40.140    128.250     29.400    -30.260     18.650
  10657.100      1.398      1.737    168.580     39.750    128.560     30.340    -30.630     18.990
  10671.400      1.551      1.835    169.010     39.350    128.820     29.510    -29.390     18.430
  10685.700      2.212      2.328    169.440     38.930    129.130     30.350    -27.450     17.770
  10700.000      2.003      2.151    169.880     38.530    129.380     29.780    -28.010     16.370
  10714.300      1.482      1.761    170.290     38.110    129.640     31.680    -26.890     16.780
  10728.600      1.678      1.854    170.690     37.720    129.900     29.560    -26.940     18.060
  10742.900      1.428      1.708    171.080     37.320    130.130     28.610    -25.980     17.360
  10757.100      2.164      2.306    171.540     37.000    130.510     28.890    -25.130     17.560
  10771.400      1.532      1.790    171.850     36.570    130.690     28.670    -26.300     17.250
  10785.700      1.623      1.874    172.250     36.240    131.060     27.030    -22.800     19.790
  10800.000      1.750      1.975    172.600     35.940    131.350     27.460    -24.430     18.850
  10814.300      2.481      2.559    173.020     35.610    131.620     27.060    -23.740     17.600
  10828.600      1.591      1.807    173.350     35.230    131.850     26.870    -23.690     19.490
  10842.900      2.041      2.256    173.730     34.930    132.180     27.960    -23.910     20.150
  10857.100      1.390      1.723    174.020     34.570    132.360     28.570    -19.570     18.910
  10871.400      2.122      2.276    174.430     34.300    132.720     28.210    -19.220     19.210
  10885.700      1.400      1.665    174.780     34.020    132.960     28.230    -20.100     18.660
  10900.000      2.001      2.162    175.170     33.790    133.310     28.260    -18.100     19.790
  10914.300      1.693      1.910    175.540     33.500    133.550     27.660    -18.690     20.410
  10928.600      1.736      1.956    176.010     33.240    133.880     28.400    -17.700     20.910
  10942.900      1.882      2.063    176.400     32.960    134.210     30.640    -16.540     23.530
  10957.100      8.574      9.086    176.820     32.660    134.550     29.230    -14.460     24.140
  10971.400      8.990      9.572    177.220     32.420    134.940     30.170    -16.150     24.010
  10985.700     10.409     11.318    177.660     32.230    135.320     31.480    -16.440     24.400
  11000.000      1.552      1.813    178.100     31.960    135.600     30.750    -16.010     24.270
  11014.300      1.651      1.885    178.560     31.760    135.960     32.740    -14.990     24.790
  11028.600      1.936      2.065    179.020     31.560    136.380     31.660    -13.810     24.110
  11042.900      2.130      2.236    179.400     31.270    136.700     31.720    -15.900     24.250
  11057.100     36.597     45.756    179.610     30.780    136.830     31.060    -18.280     24.540
  11071.400      1.800      2.032    180.280     30.750    137.450     32.450    -17.300     26.300
  11085.700      2.058      2.218    180.660     30.460    137.790     31.510    -18.380     25.880
  11100.000     37.426     46.574    180.960     30.010    137.860     30.230    -20.710     27.490
  11114.300     45.334     59.072    181.110     29.660    138.200     29.440    -19.930     28.520
  11128.600     46.498     60.453    181.530     29.350    138.550     29.340    -20.740     28.670
  11142.900      1.590      1.862    182.360     29.280    139.370     29.860    -20.370     27.420
  11157.100      1.875      2.037    182.770     29.000    139.740     30.340    -18.730     28.660
  11171.400      1.693      1.957    183.190     28.690    140.140     28.900    -20.130     29.310
  11185.700     56.911     80.898    183.040     28.130    139.820     29.250    -19.480     27.870
  11200.000      1.847      2.033    184.050     28.110    140.970     29.180    -18.580     28.370
  11214.300     56.815     80.229    183.940     27.580    140.530     29.270    -18.910     29.220
  11228.600      2.032      2.177    184.880     27.490    141.750     30.310    -18.930     29.140
  11242.900     45.957     61.864    185.010     27.160    141.320     29.900    -17.760     29.370
  11257.100     61.103     89.647    185.150     26.900    141.530     28.470    -17.450     29.640
  11271.400      1.321      1.670    186.200     26.690    143.030     28.510    -17.080     27.810
  11285.700      1.931      2.104    186.570     26.400    143.330     29.220    -16.690     27.420
  11300.000      1.896      2.051    186.980     26.140    143.710     29.830    -17.550     27.830
  11314.300     56.335     77.869    187.070     25.990    142.850     30.250    -19.420     29.100
  11328.600      1.741      1.994    187.850     25.580    144.490     29.070    -21.120     27.160
  11342.900      1.721      1.915    188.270     25.290    144.900     30.510    -20.640     28.110
  11357.100      2.650      2.640    188.680     24.960    145.290     30.410    -19.380     28.170
  11371.400      1.596      1.893    189.150     24.670    145.690     29.460    -21.820     27.600
  11385.700      1.752      1.950    189.550     24.320    146.050     29.240    -21.600     26.720
  11400.000      2.481      2.594    189.950     24.010    146.360     31.320    -19.770     28.050
  11414.300      1.779      2.023    190.420     23.750    146.820     30.270    -21.450     27.450
  11428.600      1.778      2.007    190.860     23.440    147.180     31.310    -21.050     27.320
  11442.900      2.605      2.633    190.830     23.390    147.180     29.970    -21.390     29.160
